Date,Day,Employee_ID,Role,Shift,Hours_worked,Hourly_rate,Job_status,,,,,,,,,
2024-01-24,Wednesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-24,Wednesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-24,Wednesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-24,Wednesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-24,Wednesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-24,Wednesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-24,Wednesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-25,Thursday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-01-25,Thursday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-01-25,Thursday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-25,Thursday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-25,Thursday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-25,Thursday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-25,Thursday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-25,Thursday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-25,Thursday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-25,Thursday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-26,Friday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-01-26,Friday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-01-26,Friday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-26,Friday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-26,Friday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-26,Friday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-26,Friday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-26,Friday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-26,Friday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-26,Friday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-27,Saturday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-01-27,Saturday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-01-27,Saturday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-27,Saturday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-27,Saturday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-27,Saturday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-27,Saturday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-27,Saturday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-27,Saturday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-27,Saturday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-28,Sunday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-01-28,Sunday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-01-28,Sunday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-28,Sunday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-28,Sunday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-28,Sunday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-28,Sunday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-28,Sunday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-28,Sunday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-28,Sunday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-29,Monday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-01-29,Monday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-01-29,Monday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-29,Monday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-29,Monday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-29,Monday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-29,Monday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-29,Monday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-29,Monday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-29,Monday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-30,Tuesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-01-30,Tuesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-01-30,Tuesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-30,Tuesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-30,Tuesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-30,Tuesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-30,Tuesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-01-30,Tuesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-30,Tuesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-30,Tuesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-01-31,Wednesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-01-31,Wednesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
